,config,type,scheduling,modulation,periodicity,bias,modem,iteration,index,throughput,latency
53141,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,12,,22.1
53142,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,13,,20.5
53143,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,14,,18.7
53144,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,15,,21.5
53145,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,16,,19.6
53146,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,17,,17.6
53147,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,18,,20.6
53148,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,19,,18.5
53149,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,20,,21.8
53150,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,21,,19.9
53151,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,22,,18.6
53152,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,23,,22.1
53153,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,24,,20.6
53154,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,25,,18.8
53155,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,26,,20.8
53156,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,27,,19.1
53157,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,28,,17.6
53158,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,2,3,29,,25.6
53164,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,5,22.3,
53165,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,6,22.8,
53166,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,7,22.5,
53167,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,8,22.5,
53168,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,9,22.5,
53169,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,10,25.5,
53170,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,11,22.1,
53171,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,12,25.7,
53172,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,13,25.8,
53173,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,14,22.0,
53174,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,15,22.4,
53175,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,16,22.2,
53176,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,17,25.8,
53177,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,18,22.3,
53178,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,19,22.8,
53179,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,20,24.6,
53180,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,21,23.5,
53181,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,22,22.5,
53182,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,23,22.7,
53183,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,24,25.5,
53184,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,25,22.7,
53185,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,26,22.4,
53186,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,27,26.1,
53187,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,28,18.8,
53188,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,2,3,29,25.6,
53194,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,5,7.62,
53195,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,6,7.62,
53196,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,7,7.7,
53197,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,8,7.36,
53198,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,9,7.7,
53199,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,10,7.66,
53200,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,11,7.69,
53201,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,12,7.62,
53202,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,13,7.67,
53203,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,14,7.62,
53204,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,15,7.68,
53205,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,16,7.68,
53206,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,17,7.62,
53207,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,18,7.61,
53208,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,19,7.7,
53209,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,20,7.66,
53210,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,21,7.65,
53211,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,22,7.68,
53212,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,23,7.62,
53213,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,24,7.69,
53214,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,25,7.62,
53215,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,26,7.61,
53216,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,27,7.69,
53217,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,28,7.68,
53218,SR-64QAM-10-slot-UL,DL,SR,64QAM,10,UL,3,3,29,7.63,
53224,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,5,,16.6
53225,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,6,,19.7
53226,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,7,,18.3
53227,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,8,,22.1
53228,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,9,,20.6
53229,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,10,,18.3
53230,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,11,,22.2
53231,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,12,,20.5
53232,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,13,,18.8
53233,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,14,,21.6
53234,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,15,,20.1
53235,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,16,,18.7
53236,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,17,,21.7
53237,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,18,,19.6
53238,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,19,,23.3
53239,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,20,,21.6
53240,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,21,,19.2
53241,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,22,,22.7
53242,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,23,,21.2
53243,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,24,,19.6
53244,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,25,,23.2
53245,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,26,,21.6
53246,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,27,,19.2
53247,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,28,,22.7
53248,SR-64QAM-10-slot-UL,RTT,SR,64QAM,10,UL,3,3,29,,20.6
53254,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,5,25.7,
53255,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,6,22.4,
53256,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,7,22.8,
53257,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,8,22.4,
53258,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,9,23.0,
53259,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,10,21.9,
53260,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,11,22.4,
53261,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,12,22.2,
53262,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,13,22.6,
53263,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,14,25.3,
53264,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,15,22.6,
53265,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,16,22.6,
53266,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,17,22.1,
53267,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,18,22.6,
53268,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,19,25.8,
53269,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,20,22.4,
53270,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,21,25.4,
53271,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,22,22.7,
53272,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,23,22.1,
53273,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,24,22.4,
53274,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,25,22.5,
53275,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,26,22.6,
53276,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,27,22.5,
53277,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,28,25.5,
53278,SR-64QAM-10-slot-UL,UL,SR,64QAM,10,UL,3,3,29,22.0,
53284,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,5,16.0,
53285,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,6,15.9,
53286,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,7,16.0,
53287,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,8,16.1,
53288,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,9,15.9,
53289,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,10,16.0,
53290,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,11,16.0,
53291,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,12,15.9,
53292,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,13,16.0,
53293,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,14,16.0,
53294,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,15,15.9,
53295,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,16,15.9,
53296,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,17,16.0,
53297,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,18,15.9,
53298,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,19,16.0,
53299,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,20,16.0,
53300,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,21,15.9,
53301,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,22,16.0,
53302,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,23,16.1,
53303,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,24,15.8,
53304,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,25,16.0,
53305,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,26,16.0,
53306,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,27,16.0,
53307,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,28,15.9,
53308,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,0,3,29,16.1,
53314,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,5,,18.9
53315,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,6,,18.3
53316,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,7,,22.5
53317,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,8,,21.2
53318,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,9,,20.6
53319,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,10,,15.1
53320,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,11,,19.8
53321,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,12,,18.3
53322,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,13,,21.7
53323,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,14,,19.5
53324,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,15,,18.2
53325,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,16,,21.6
53326,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,17,,19.6
53327,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,18,,23.1
53328,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,19,,21.7
53329,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,20,,19.1
53330,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,21,,17.8
53331,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,22,,20.5
53332,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,23,,18.8
53333,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,24,,22.2
53334,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,25,,20.2
53335,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,26,,18.8
53336,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,27,,21.6
53337,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,28,,19.2
53338,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,0,3,29,,18.3
53344,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,5,14.9,
53345,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,6,14.2,
53346,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,7,14.7,
53347,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,8,14.5,
53348,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,9,14.9,
53349,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,10,12.0,
53350,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,11,14.8,
53351,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,12,14.5,
53352,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,13,14.5,
53353,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,14,14.7,
53354,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,15,12.2,
53355,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,16,13.8,
53356,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,17,14.4,
53357,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,18,14.7,
53358,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,19,13.6,
53359,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,20,12.6,
53360,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,21,15.0,
53361,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,22,14.8,
53362,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,23,15.2,
53363,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,24,12.1,
53364,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,25,14.9,
53365,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,26,14.8,
53366,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,27,14.7,
53367,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,28,12.0,
53368,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,0,3,29,15.0,
53374,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,5,15.9,
53375,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,6,16.0,
53376,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,7,16.1,
53377,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,8,15.8,
53378,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,9,16.1,
53379,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,10,16.0,
53380,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,11,15.9,
53381,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,12,16.0,
53382,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,13,16.0,
53383,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,14,15.8,
53384,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,15,16.0,
53385,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,16,16.0,
53386,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,17,15.9,
53387,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,18,16.0,
53388,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,19,16.0,
53389,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,20,15.9,
53390,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,21,16.0,
53391,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,22,16.0,
53392,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,23,15.9,
53393,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,24,16.0,
53394,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,25,16.0,
53395,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,26,15.9,
53396,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,27,16.0,
53397,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,28,16.0,
53398,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,1,3,29,15.9,
53404,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,5,,19.2
53405,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,6,,18.5
53406,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,7,,21.1
53407,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,8,,19.6
53408,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,9,,18.1
53409,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,10,,21.2
53410,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,11,,20.0
53411,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,12,,18.6
53412,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,13,,22.0
53413,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,14,,20.4
53414,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,15,,18.7
53415,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,16,,21.7
53416,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,17,,19.5
53417,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,18,,18.1
53418,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,19,,17.2
53419,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,20,,20.2
53420,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,21,,18.9
53421,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,22,,22.4
53422,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,23,,21.0
53423,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,24,,19.8
53424,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,25,,22.6
53425,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,26,,21.0
53426,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,27,,19.8
53427,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,28,,22.5
53428,SR-64QAM-5-slot-BAL,RTT,SR,64QAM,5,BAL,1,3,29,,20.3
53434,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,5,11.6,
53435,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,6,14.5,
53436,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,7,14.4,
53437,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,8,14.5,
53438,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,9,14.5,
53439,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,10,11.7,
53440,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,11,14.4,
53441,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,12,14.6,
53442,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,13,14.6,
53443,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,14,11.1,
53444,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,15,14.9,
53445,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,16,14.6,
53446,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,17,14.9,
53447,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,18,14.2,
53448,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,19,11.2,
53449,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,20,14.1,
53450,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,21,13.9,
53451,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,22,14.2,
53452,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,23,11.7,
53453,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,24,13.6,
53454,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,25,14.8,
53455,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,26,15.0,
53456,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,27,14.8,
53457,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,28,14.9,
53458,SR-64QAM-5-slot-BAL,UL,SR,64QAM,5,BAL,1,3,29,11.9,
53464,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,5,16.1,
53465,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,6,15.9,
53466,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,7,16.0,
53467,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,8,16.0,
53468,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,9,15.9,
53469,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,10,16.1,
53470,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,11,16.0,
53471,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,12,15.9,
53472,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,13,16.1,
53473,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,14,15.9,
53474,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,15,16.0,
53475,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,16,16.1,
53476,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,17,15.9,
53477,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,18,16.1,
53478,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,19,16.0,
53479,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,20,15.9,
53480,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,21,16.0,
53481,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,22,16.0,
53482,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,23,16.0,
53483,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,24,16.0,
53484,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,25,16.0,
53485,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,26,16.0,
53486,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,27,16.1,
53487,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,28,16.0,
53488,SR-64QAM-5-slot-BAL,DL,SR,64QAM,5,BAL,2,3,29,15.9,
